iter	BalancedAccuracy	Logloss
882	0.9348484848	0.2108392701
883	0.9348484848	0.2107713862
884	0.9348484848	0.2106237273
885	0.9348484848	0.2103689794
886	0.9348484848	0.2101588152
887	0.9303030303	0.2099295724
888	0.9303030303	0.209742007
889	0.9303030303	0.2097057114
890	0.9303030303	0.2096677459
891	0.9303030303	0.2094125183
892	0.9303030303	0.2091780669
893	0.9303030303	0.2089587832
894	0.9303030303	0.2088485418
895	0.9303030303	0.2086427276
896	0.9303030303	0.2086005266
897	0.9348484848	0.2083594678
898	0.9303030303	0.2081379824
899	0.9303030303	0.2080561549
900	0.9303030303	0.2079355646
901	0.9303030303	0.2078763133
902	0.9303030303	0.2078333192
903	0.9303030303	0.2077753732
904	0.9303030303	0.2076543578
905	0.9303030303	0.2075450011
906	0.9303030303	0.2074199542
907	0.9303030303	0.2073760825
908	0.9303030303	0.2072651243
909	0.9348484848	0.2070559261
910	0.9348484848	0.2070340179
911	0.9303030303	0.206739764
912	0.9348484848	0.2064957642
913	0.9348484848	0.206454815
914	0.9348484848	0.2063374949
915	0.9348484848	0.2061748851
916	0.9348484848	0.2058721213
917	0.9348484848	0.2058323408
918	0.9348484848	0.20577581
919	0.9303030303	0.2055627939
920	0.9348484848	0.205265342
921	0.9348484848	0.2049780824
922	0.9348484848	0.2047679576
923	0.9348484848	0.2045764843
924	0.9348484848	0.2045433044
925	0.9393939394	0.2043784798
926	0.9393939394	0.204317909
927	0.9393939394	0.2041123358
928	0.9393939394	0.2038344302
929	0.9393939394	0.2036574104
930	0.9348484848	0.2033678487
931	0.9348484848	0.2031300681
932	0.9348484848	0.2030779095
933	0.9348484848	0.202871059
934	0.9348484848	0.2025870746
935	0.9348484848	0.2023253156
936	0.9348484848	0.202263674
937	0.9348484848	0.2020400309
938	0.9348484848	0.2018460004
939	0.9348484848	0.2016601246
940	0.9348484848	0.2015517148
941	0.9348484848	0.2013806204
942	0.9348484848	0.2012235658
943	0.9348484848	0.2012049718
944	0.9348484848	0.2011250911
945	0.9348484848	0.2008927869
946	0.9348484848	0.200830223
947	0.9348484848	0.2006794155
948	0.9348484848	0.2006153319
949	0.9348484848	0.2003933883
950	0.9348484848	0.2003126294
951	0.9348484848	0.200255501
952	0.9393939394	0.2001760132
953	0.9348484848	0.2000621582
954	0.9393939394	0.200004617
955	0.9393939394	0.1999263223
956	0.9393939394	0.1998868385
957	0.9393939394	0.1997794696
958	0.9393939394	0.199531017
959	0.9393939394	0.1994747044
960	0.9393939394	0.1994340126
961	0.9393939394	0.1993973345
962	0.9393939394	0.1992315415
963	0.9393939394	0.199192503
964	0.9393939394	0.1990226892
965	0.9393939394	0.1989948738
966	0.9393939394	0.1989176741
967	0.9393939394	0.198898894
968	0.9393939394	0.198849242
969	0.9393939394	0.1987938029
970	0.9393939394	0.1987570932
971	0.9393939394	0.1987199908
972	0.9393939394	0.1985313495
973	0.9393939394	0.1984336524
974	0.9393939394	0.1981354647
975	0.9393939394	0.1980592364
976	0.9393939394	0.1979355802
977	0.9393939394	0.1977679413
978	0.9393939394	0.1975266512
979	0.9393939394	0.1973328608
980	0.9393939394	0.1971421893
981	0.9393939394	0.1969649135
982	0.9393939394	0.196911132
983	0.9393939394	0.1968162729
984	0.9393939394	0.1966580546
985	0.9393939394	0.1966383656
986	0.9393939394	0.1963620495
987	0.9393939394	0.1962556371
988	0.9393939394	0.1960459844
989	0.9393939394	0.1960124784
990	0.9393939394	0.1958789911
991	0.9393939394	0.1958259307
992	0.9393939394	0.1955795374
993	0.9393939394	0.1955430222
994	0.9439393939	0.1954262567
995	0.9439393939	0.1952556801
996	0.9393939394	0.1951099434
997	0.9439393939	0.1950575009
998	0.9439393939	0.1950227167
999	0.9439393939	0.1949749549
